Time;Position;Rotation.X;Rotation.Y;FPS;Input;Position.x;Position.y;Position.z;distance;cumulative_distance;angle_diff
66326.6272;(-0.7701, 4.0000, 0.4684);164.1;2;33.9994;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.6583;(-0.7701, 4.0000, 0.4684);164.1;2;34.0761;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.6883;(-0.7701, 4.0000, 0.4684);164.1;2;33.928;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.7191;(-0.7701, 4.0000, 0.4684);164.1;2;33.8487;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.7489;(-0.7701, 4.0000, 0.4684);164.1;2;33.6747;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.777;(-0.7701, 4.0000, 0.4684);164.1;2;33.687;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.8072;(-0.7701, 4.0000, 0.4684);164.1;2;33.8552;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.835;(-0.7701, 4.0000, 0.4684);164.1;2;33.7912;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.8652;(-0.7701, 4.0000, 0.4684);164.1;2;33.9844;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.8933;(-0.7701, 4.0000, 0.4684);164.1;2;33.9069;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.9229;(-0.7701, 4.0000, 0.4684);164.1;2;34.0641;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.9512;(-0.7701, 4.0000, 0.4684);164.1;2;34.0732;;-0.7701;4;0.4684;0;5.24409996737556;0
66326.9814;(-0.7701, 4.0000, 0.4684);164.1;2;34.1511;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.0095;(-0.7701, 4.0000, 0.4684);164.1;2;34.0629;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.0399;(-0.7701, 4.0000, 0.4684);164.1;2;34.1649;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.069;(-0.7701, 4.0000, 0.4684);164.1;2;34.0552;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.098;(-0.7701, 4.0000, 0.4684);164.1;2;34.1021;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.1276;(-0.7701, 4.0000, 0.4684);164.1;2;34.1206;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.1578;(-0.7701, 4.0000, 0.4684);164.1;2;34.1188;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.1865;(-0.7701, 4.0000, 0.4684);164.1;2;33.9772;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.216;(-0.7701, 4.0000, 0.4684);164.1;2;34.0575;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.2455;(-0.7701, 4.0000, 0.4684);164.1;2;34.0505;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.2756;(-0.7701, 4.0000, 0.4684);164.1;2;34.0369;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.3062;(-0.7701, 4.0000, 0.4684);164.1;2;33.9768;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.3357;(-0.7701, 4.0000, 0.4684);164.1;2;33.8433;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.3641;(-0.7701, 4.0000, 0.4684);164.1;2;33.8657;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.3929;(-0.7701, 4.0000, 0.4684);164.1;2;33.9519;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.421;(-0.7701, 4.0000, 0.4684);164.1;2;34.0424;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.4518;(-0.7701, 4.0000, 0.4684);164.1;2;34.2111;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.4824;(-0.7701, 4.0000, 0.4684);164.1;2;34.0011;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.512;(-0.7701, 4.0000, 0.4684);164.1;2;33.8606;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.5406;(-0.7701, 4.0000, 0.4684);164.1;2;33.8712;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.5704;(-0.7701, 4.0000, 0.4684);164.1;2;33.9872;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.6003;(-0.7701, 4.0000, 0.4684);164.1;2;33.934;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.6299;(-0.7701, 4.0000, 0.4684);164.1;2;33.8751;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.6586;(-0.7701, 4.0000, 0.4684);164.1;2;33.8874;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.6906;(-0.7701, 4.0000, 0.4684);164.1;2;33.945;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.7196;(-0.7701, 4.0000, 0.4684);164.1;2;33.6878;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.7507;(-0.7701, 4.0000, 0.4684);164.1;2;33.7244;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.7802;(-0.7701, 4.0000, 0.4684);164.1;2;33.5892;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.8076;(-0.7701, 4.0000, 0.4684);164.1;2;33.623;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.8391;(-0.7701, 4.0000, 0.4684);164.1;2;33.8587;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.8687;(-0.7701, 4.0000, 0.4684);164.1;2;33.6631;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.8962;(-0.7701, 4.0000, 0.4684);164.1;2;33.6761;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.9266;(-0.7701, 4.0000, 0.4684);164.1;2;33.9054;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.9546;(-0.7701, 4.0000, 0.4684);164.1;2;33.8269;;-0.7701;4;0.4684;0;5.24409996737556;0
66327.9862;(-0.7701, 4.0000, 0.4684);164.1;2;33.9718;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.0145;(-0.7701, 4.0000, 0.4684);164.1;2;33.8499;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.0441;(-0.7701, 4.0000, 0.4684);164.1;2;33.9093;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.0743;(-0.7701, 4.0000, 0.4684);164.1;2;33.8734;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.1038;(-0.7701, 4.0000, 0.4684);164.1;2;33.8372;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.1334;(-0.7701, 4.0000, 0.4684);164.1;2;33.805;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.1654;(-0.7701, 4.0000, 0.4684);164.1;2;33.8395;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.1925;(-0.7701, 4.0000, 0.4684);164.1;2;33.5444;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.223;(-0.7701, 4.0000, 0.4684);164.1;2;33.8115;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.2522;(-0.7701, 4.0000, 0.4684);164.1;2;33.6908;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.2816;(-0.7701, 4.0000, 0.4684);164.1;2;33.7658;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.3119;(-0.7701, 4.0000, 0.4684);164.1;2;33.8173;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.3406;(-0.7701, 4.0000, 0.4684);164.1;2;33.7016;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.3699;(-0.7701, 4.0000, 0.4684);164.1;2;33.8477;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.4008;(-0.7701, 4.0000, 0.4684);164.1;2;33.8483;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.4294;(-0.7701, 4.0000, 0.4684);164.1;2;33.7255;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.4595;(-0.7701, 4.0000, 0.4684);164.1;2;33.8029;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.4906;(-0.7701, 4.0000, 0.4684);164.1;2;33.7466;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.5222;(-0.7701, 4.0000, 0.4684);164.1;2;33.5825;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.5497;(-0.7701, 4.0000, 0.4684);164.1;2;33.4297;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.5786;(-0.7701, 4.0000, 0.4684);164.1;2;33.6475;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.6083;(-0.7701, 4.0000, 0.4684);164.1;2;33.7433;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.6377;(-0.7701, 4.0000, 0.4684);164.1;2;33.756;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.666;(-0.7701, 4.0000, 0.4684);164.1;2;33.7793;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.6945;(-0.7701, 4.0000, 0.4684);164.1;2;33.9092;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.7251;(-0.7701, 4.0000, 0.4684);164.1;2;34.0233;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.7552;(-0.7701, 4.0000, 0.4684);164.1;2;33.9023;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.7843;(-0.7701, 4.0000, 0.4684);164.1;2;33.8379;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.8117;(-0.7701, 4.0000, 0.4684);164.1;2;33.9154;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.8416;(-0.7701, 4.0000, 0.4684);164.1;2;34.1048;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.8701;(-0.7701, 4.0000, 0.4684);164.1;2;34.0329;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.898;(-0.7701, 4.0000, 0.4684);164.1;2;34.194;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.9278;(-0.7701, 4.0000, 0.4684);164.1;2;34.3132;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.9568;(-0.7701, 4.0000, 0.4684);164.1;2;34.2836;;-0.7701;4;0.4684;0;5.24409996737556;0
66328.9852;(-0.7701, 4.0000, 0.4684);164.1;2;34.2633;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.0133;(-0.7701, 4.0000, 0.4684);164.1;2;34.3356;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.0436;(-0.7701, 4.0000, 0.4684);164.1;2;34.4903;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.0732;(-0.7701, 4.0000, 0.4684);164.1;2;34.2964;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.1018;(-0.7701, 4.0000, 0.4684);164.1;2;34.2721;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.1312;(-0.7701, 4.0000, 0.4684);164.1;2;34.3214;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.1593;(-0.7701, 4.0000, 0.4684);164.1;2;34.2973;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.1893;(-0.7701, 4.0000, 0.4684);164.1;2;34.4178;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.2189;(-0.7701, 4.0000, 0.4684);164.1;2;34.3374;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.2488;(-0.7701, 4.0000, 0.4684);164.1;2;34.2643;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.279;(-0.7701, 4.0000, 0.4684);164.1;2;34.1618;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.3076;(-0.7701, 4.0000, 0.4684);164.1;2;34.0906;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.338;(-0.7701, 4.0000, 0.4684);164.1;2;34.1443;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.3656;(-0.7701, 4.0000, 0.4684);164.1;2;34.015;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.3948;(-0.7701, 4.0000, 0.4684);164.1;2;34.2655;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.4257;(-0.7701, 4.0000, 0.4684);164.1;2;34.2505;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.4538;(-0.7701, 4.0000, 0.4684);164.1;2;34.0495;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.4831;(-0.7701, 4.0000, 0.4684);164.1;2;34.1579;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.5119;(-0.7701, 4.0000, 0.4684);164.1;2;34.2103;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.5415;(-0.7701, 4.0000, 0.4684);164.1;2;34.2474;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.5719;(-0.7701, 4.0000, 0.4684);164.1;2;34.2106;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.6017;(-0.7701, 4.0000, 0.4684);164.1;2;34.026;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.629;(-0.7701, 4.0000, 0.4684);164.1;2;34.0156;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.6578;(-0.7701, 4.0000, 0.4684);164.1;2;34.256;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.6892;(-0.7701, 4.0000, 0.4684);164.1;2;34.2726;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.7162;(-0.7701, 4.0000, 0.4684);164.1;2;34.0156;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.7442;(-0.7701, 4.0000, 0.4684);164.1;2;34.2953;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.7726;(-0.7701, 4.0000, 0.4684);164.1;2;34.452;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.8021;(-0.7701, 4.0000, 0.4684);164.1;2;34.5087;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.8313;(-0.7701, 4.0000, 0.4684);164.1;2;34.4194;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.861;(-0.7701, 4.0000, 0.4684);164.1;2;34.4122;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.8895;(-0.7701, 4.0000, 0.4684);164.1;2;34.3565;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.9201;(-0.7701, 4.0000, 0.4684);164.1;2;34.3962;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.9488;(-0.7701, 4.0000, 0.4684);164.1;2;34.2293;;-0.7701;4;0.4684;0;5.24409996737556;0
66329.9774;(-0.7701, 4.0000, 0.4684);164.1;2;34.3375;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.0066;(-0.7701, 4.0000, 0.4684);164.1;2;34.3683;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.0367;(-0.7701, 4.0000, 0.4684);164.1;2;34.3999;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.0652;(-0.7701, 4.0000, 0.4684);164.1;2;34.2402;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.0925;(-0.7701, 4.0000, 0.4684);164.1;2;34.3329;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.1231;(-0.7701, 4.0000, 0.4684);164.1;2;34.5189;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.1524;(-0.7701, 4.0000, 0.4684);164.1;2;34.3781;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.1823;(-0.7701, 4.0000, 0.4684);164.1;2;34.319;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.2112;(-0.7701, 4.0000, 0.4684);164.1;2;34.2527;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.2388;(-0.7701, 4.0000, 0.4684);164.1;2;34.2967;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.267;(-0.7701, 4.0000, 0.4684);164.1;2;34.453;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.2942;(-0.7701, 4.0000, 0.4684);164.1;2;34.574;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.3235;(-0.7701, 4.0000, 0.4684);164.1;2;34.7271;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.3516;(-0.7701, 4.0000, 0.4684);164.1;2;34.6694;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.3799;(-0.7701, 4.0000, 0.4684);164.1;2;34.7848;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.409;(-0.7701, 4.0000, 0.4684);164.1;2;34.8593;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.4392;(-0.7701, 4.0000, 0.4684);164.1;2;34.7927;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.4668;(-0.7701, 4.0000, 0.4684);164.1;2;34.6074;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.4942;(-0.7701, 4.0000, 0.4684);164.1;2;34.7936;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.5223;(-0.7701, 4.0000, 0.4684);164.1;2;34.9553;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.5514;(-0.7701, 4.0000, 0.4684);164.1;2;34.9925;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.5795;(-0.7701, 4.0000, 0.4684);164.1;2;34.9191;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.6088;(-0.7701, 4.0000, 0.4684);164.1;2;34.9838;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.6379;(-0.7701, 4.0000, 0.4684);164.1;2;34.9528;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.6655;(-0.7701, 4.0000, 0.4684);164.1;2;34.8726;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.6934;(-0.7701, 4.0000, 0.4684);164.1;2;34.9871;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.7218;(-0.7701, 4.0000, 0.4684);164.1;2;35.071;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.7517;(-0.7701, 4.0000, 0.4684);164.1;2;35.0752;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.7799;(-0.7701, 4.0000, 0.4684);164.1;2;34.9455;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.8091;(-0.7701, 4.0000, 0.4684);164.1;2;34.9267;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.838;(-0.7701, 4.0000, 0.4684);164.1;2;34.8961;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.8652;(-0.7701, 4.0000, 0.4684);164.1;2;34.8333;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.8947;(-0.7701, 4.0000, 0.4684);164.1;2;35.0696;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.9229;(-0.7701, 4.0000, 0.4684);164.1;2;34.9759;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.9525;(-0.7701, 4.0000, 0.4684);164.1;2;34.996;;-0.7701;4;0.4684;0;5.24409996737556;0
66330.9797;(-0.7701, 4.0000, 0.4684);164.1;2;34.8719;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.0096;(-0.7701, 4.0000, 0.4684);164.1;2;35.0234;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.0374;(-0.7701, 4.0000, 0.4684);164.1;2;34.8688;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.066;(-0.7701, 4.0000, 0.4684);164.1;2;34.9829;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.0958;(-0.7701, 4.0000, 0.4684);164.1;2;35.0015;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.1239;(-0.7701, 4.0000, 0.4684);164.1;2;34.8642;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.154;(-0.7701, 4.0000, 0.4684);164.1;2;34.8821;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.1826;(-0.7701, 4.0000, 0.4684);164.1;2;34.7639;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.2106;(-0.7701, 4.0000, 0.4684);164.1;2;34.7432;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.2392;(-0.7701, 4.0000, 0.4684);164.1;2;34.843;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.2676;(-0.7701, 4.0000, 0.4684);164.1;2;34.8643;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.2953;(-0.7701, 4.0000, 0.4684);164.1;2;34.8655;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.3236;(-0.7701, 4.0000, 0.4684);164.1;2;34.9968;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.3515;(-0.7701, 4.0000, 0.4684);164.1;2;35.0697;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.3801;(-0.7701, 4.0000, 0.4684);164.1;2;35.1226;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.4057;(-0.7701, 4.0000, 0.4684);164.1;2;35.0913;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.4339;(-0.7701, 4.0000, 0.4684);164.1;2;35.4371;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.4615;(-0.7701, 4.0000, 0.4684);164.1;2;35.415;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.4891;(-0.7701, 4.0000, 0.4684);164.1;2;35.5444;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.5182;(-0.7701, 4.0000, 0.4684);164.1;2;35.6179;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.5473;(-0.7701, 4.0000, 0.4684);164.1;2;35.478;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.5774;(-0.7701, 4.0000, 0.4684);164.1;2;35.3481;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.6067;(-0.7701, 4.0000, 0.4684);164.1;2;35.1513;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.6341;(-0.7701, 4.0000, 0.4684);164.1;2;35.0293;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.6626;(-0.7701, 4.0000, 0.4684);164.1;2;35.1482;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.6905;(-0.7701, 4.0000, 0.4684);164.1;2;35.1943;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.7201;(-0.7701, 4.0000, 0.4684);164.1;2;35.2588;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.7471;(-0.7701, 4.0000, 0.4684);164.1;2;35.1134;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.775;(-0.7701, 4.0000, 0.4684);164.1;2;35.2798;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.8041;(-0.7701, 4.0000, 0.4684);164.1;2;35.3107;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.8339;(-0.7701, 4.0000, 0.4684);164.1;2;35.2029;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.8616;(-0.7701, 4.0000, 0.4684);164.1;2;35.0478;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.8896;(-0.7701, 4.0000, 0.4684);164.1;2;35.1535;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.9201;(-0.7701, 4.0000, 0.4684);164.1;2;35.1856;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.9492;(-0.7701, 4.0000, 0.4684);164.1;2;34.9663;;-0.7701;4;0.4684;0;5.24409996737556;0
66331.9784;(-0.7701, 4.0000, 0.4684);164.1;2;34.9011;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.0075;(-0.7701, 4.0000, 0.4684);164.1;2;34.8356;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.0351;(-0.7701, 4.0000, 0.4684);164.1;2;34.7841;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.0632;(-0.7701, 4.0000, 0.4684);164.1;2;34.9021;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.0933;(-0.7701, 4.0000, 0.4684);164.1;2;34.9706;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.1228;(-0.7701, 4.0000, 0.4684);164.1;2;34.8173;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.1511;(-0.7701, 4.0000, 0.4684);164.1;2;34.6918;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.1787;(-0.7701, 4.0000, 0.4684);164.1;2;34.7956;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.2093;(-0.7701, 4.0000, 0.4684);164.1;2;34.8837;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.236;(-0.7701, 4.0000, 0.4684);164.1;2;34.6954;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.2657;(-0.7701, 4.0000, 0.4684);164.1;2;34.8801;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.2946;(-0.7701, 4.0000, 0.4684);164.1;2;34.8066;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.3236;(-0.7701, 4.0000, 0.4684);164.1;2;34.7976;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.3522;(-0.7701, 4.0000, 0.4684);164.1;2;34.7555;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.3811;(-0.7701, 4.0000, 0.4684);164.1;2;34.7751;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.41;(-0.7701, 4.0000, 0.4684);164.1;2;34.7762;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.4376;(-0.7701, 4.0000, 0.4684);164.1;2;34.7331;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.4655;(-0.7701, 4.0000, 0.4684);164.1;2;34.8909;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.494;(-0.7701, 4.0000, 0.4684);164.1;2;34.9964;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.499;(-0.7701, 4.0000, 0.4684);164.1;2;34.9964;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.5226;(-0.7701, 4.0000, 0.4684);164.1;2;34.9988;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.5497;(-0.7701, 4.0000, 0.4684);164.1;2;34.9824;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.5779;(-0.7701, 4.0000, 0.4684);164.1;2;35.1839;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.6045;(-0.7701, 4.0000, 0.4684);164.1;2;35.1849;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.6345;(-0.7701, 4.0000, 0.4684);164.1;2;35.3992;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.663;(-0.7701, 4.0000, 0.4684);164.1;2;35.1781;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.6926;(-0.7701, 4.0000, 0.4684);164.1;2;35.1541;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.7207;(-0.7701, 4.0000, 0.4684);164.1;2;35.0428;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.7514;(-0.7701, 4.0000, 0.4684);164.1;2;35.0785;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.779;(-0.7701, 4.0000, 0.4684);164.1;2;34.8629;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.8084;(-0.7701, 4.0000, 0.4684);164.1;2;34.9838;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.8364;(-0.7701, 4.0000, 0.4684);164.1;2;34.8609;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.8678;(-0.7701, 4.0000, 0.4684);164.1;2;34.9358;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.8984;(-0.7701, 4.0000, 0.4684);164.1;2;34.6366;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.9259;(-0.7701, 4.0000, 0.4684);164.1;2;34.4145;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.9565;(-0.7701, 4.0000, 0.4684);164.1;2;34.5783;;-0.7701;4;0.4684;0;5.24409996737556;0
66332.9861;(-0.7701, 4.0000, 0.4684);164.1;2;34.4225;;-0.7701;4;0.4684;0;5.24409996737556;0
66333.0139;(-0.7701, 4.0000, 0.4684);164.1;2;34.3364;;-0.7701;4;0.4684;0;5.24409996737556;0
66333.0418;(-0.7701, 4.0000, 0.4684);164.1;2;34.4896;;-0.7701;4;0.4684;0;5.24409996737556;0
66333.0692;(-0.7701, 4.0000, 0.4684);164.1;2;34.6379;;-0.7701;4;0.4684;0;5.24409996737556;0
66333.0994;(-0.7701, 4.0000, 0.4684);164.1;2;34.7749;;-0.7701;4;0.4684;0;5.24409996737556;0
